E,P,E_Genus,P_Species,D_ace_glu,w_ac_R,w_glc_F,R_F
iECP_1309,1193146.3_PID,Escherichia,P.Putida,0.83380047,0.026943639,0.071613933,0.31370458
iECs_1301,1193146.3_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEC1349_Crooks,1193146.3_PID,Escherichia,P.Putida,0.865030288,0.026957552,0.071299963,0.327056258
iYL1228,1193146.3_PID,Klebsiella,P.Putida,0.955353032,0.026984526,0.072329447,0.356421207
iML1515,1193146.3_PID,Escherichia,P.Putida,1.091421747,0.027074657,0.058141845,0.508237556
iUTI89_1310,1193146.3_PID,Escherichia,P.Putida,0.916577,0.026984827,0.069325078,0.356778134
iECO103_1326,1193146.3_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECO26_1355,1193146.3_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iUMN146_1321,1193146.3_PID,Escherichia,P.Putida,0.83380047,0.026943639,0.071613933,0.31370458
iSDY_1059,1193146.3_PID,Shigella,P.Putida,0.980704556,0.027021409,0.065244086,0.406167364
iECW_1372,1193146.3_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEcDH1_1363,1193146.3_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECS88_1305,1193146.3_PID,Escherichia,P.Putida,0.83380047,0.026943639,0.071613933,0.31370458
iEC1356_Bl21DE3,1193146.3_PID,Escherichia,P.Putida,0.027254673,0.013281962,0.095035542,0.003809054
iEcSMS35_1347,1410669.4_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEcolC_1368,1410669.4_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iZ_1308,1410669.4_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECED1_1282,1410669.4_PID,Escherichia,P.Putida,0.812185753,0.026931799,0.072151374,0.303162955
iEC1364_W,1410669.4_PID,Escherichia,P.Putida,0.867360758,0.02695912,0.071153561,0.328631236
iJO1366,1410669.4_PID,Escherichia,P.Putida,0.916424424,0.026984734,0.069334841,0.35666728
iLF82_1304,1410669.4_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
e_coli_core,1410669.4_PID,Escherichia,P.Putida,0.684217179,0.026860831,0.072871592,0.252205851
iJR904,1410669.4_PID,Escherichia,P.Putida,0.927990759,0.026998308,0.067074007,0.373530394
iWFL_1372,1410669.4_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEcHS_1320,1410669.4_PID,Escherichia,P.Putida,0.916577,0.026984827,0.069325078,0.356778134
iECIAI39_1322,1410669.4_PID,Escherichia,P.Putida,0.833924636,0.026943628,0.071626906,0.313694338
iECO111_1330,1410669.4_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iB21_1397,1410669.4_PID,Escherichia,P.Putida,0.04372566,0.020393595,0.075055718,0.011880819
iEC1372_W3110,1410669.4_PID,Escherichia,P.Putida,0.916442037,0.026984736,0.069335693,0.356669782
iECIAI1_1343,1410669.4_PID,Escherichia,P.Putida,0.91819003,0.026985813,0.069221865,0.357951985
iAPECO1_1312,1410669.4_PID,Escherichia,P.Putida,0.83380047,0.026943639,0.071613933,0.31370458
iECABU_c1320,1410669.4_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iBWG_1329,1410669.4_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iE2348C_1286,1410669.4_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iAF1260,1410669.4_PID,Escherichia,P.Putida,1.051197215,0.027053217,0.061609818,0.461586592
iEC042_1314,1410669.4_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iYS1720,1410669.4_PID,Salmonella,P.Putida,1.026113748,0.027017509,0.069261263,0.400267573
iECOK1_1307,1410669.4_PID,Escherichia,P.Putida,0.83380047,0.026943639,0.071613933,0.31370458
STM_v1_0,1410669.4_PID,Salmonella,P.Putida,1.053602835,0.027035939,0.066282613,0.429752854
iETEC_1333,1410669.4_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEC55989_1330,1410669.4_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEC1368_DH5a,1410669.4_PID,Escherichia,P.Putida,0.916442037,0.026984736,0.069335693,0.356669782
iECB_1328,1410669.4_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECD_1391,1410669.4_PID,Escherichia,P.Putida,0.04372566,0.020393595,0.075055718,0.011880819
iG2583_1286,1410669.4_PID,Escherichia,P.Putida,0.745573021,0.026878109,0.076199178,0.262989623
iY75_1357,1410669.4_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECNA114_1301,1410669.4_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECBD_1354,1410669.4_PID,Escherichia,P.Putida,0.054861296,0.020393594,0.094170196,0.011880818
iAF1260b,1410669.4_PID,Escherichia,P.Putida,1.051197215,0.027053217,0.061609818,0.461586592
iEcE24377_1341,1410669.4_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECSE_1348,1410669.4_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECSP_1301,1410669.4_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECH74115_1262,1410669.4_PID,Escherichia,P.Putida,0.745573021,0.026878109,0.076199178,0.262989623
iECSF_1327,1410669.4_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECDH1ME8569_1439,1410669.4_PID,Escherichia,P.Putida,0.916577,0.026984827,0.069325078,0.356778134
iEC1344_C,1410669.4_PID,Escherichia,P.Putida,0.916442037,0.026984736,0.069335693,0.356669782
iUMNK88_1353,1410669.4_PID,Escherichia,P.Putida,0.916577,0.026984827,0.069325078,0.356778134
iNRG857_1313,1410669.4_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEKO11_1354,1410669.4_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECP_1309,1410669.4_PID,Escherichia,P.Putida,0.83380047,0.026943639,0.071613933,0.31370458
iECs_1301,1410669.4_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEC1349_Crooks,1410669.4_PID,Escherichia,P.Putida,0.865030288,0.026957552,0.071299963,0.327056258
iYL1228,1410669.4_PID,Klebsiella,P.Putida,0.955353032,0.026984526,0.072329447,0.356421207
iML1515,1410669.4_PID,Escherichia,P.Putida,1.091421747,0.027074657,0.058141845,0.508237556
iUTI89_1310,1410669.4_PID,Escherichia,P.Putida,0.916577,0.026984827,0.069325078,0.356778134
iECO103_1326,1410669.4_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECO26_1355,1410669.4_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iUMN146_1321,1410669.4_PID,Escherichia,P.Putida,0.83380047,0.026943639,0.071613933,0.31370458
iSDY_1059,1410669.4_PID,Shigella,P.Putida,0.980704556,0.027021409,0.065244086,0.406167364
iECW_1372,1410669.4_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEcDH1_1363,1410669.4_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECS88_1305,1410669.4_PID,Escherichia,P.Putida,0.83380047,0.026943639,0.071613933,0.31370458
iEC1356_Bl21DE3,1410669.4_PID,Escherichia,P.Putida,0.027254673,0.013281962,0.095035542,0.003809054
iEcSMS35_1347,303.532_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iEcolC_1368,303.532_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iZ_1308,303.532_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iECED1_1282,303.532_PID,Escherichia,P.Putida,0.812185753,0.026850919,0.072151374,0.302252506
iEC1364_W,303.532_PID,Escherichia,P.Putida,0.867360758,0.026878157,0.071153561,0.327644302
iJO1366,303.532_PID,Escherichia,P.Putida,0.916424424,0.026903694,0.069334841,0.355596149
iLF82_1304,303.532_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
e_coli_core,303.532_PID,Escherichia,P.Putida,0.684217179,0.026780163,0.072871592,0.251448434
iJR904,303.532_PID,Escherichia,P.Putida,0.927990759,0.026917227,0.067074007,0.37240862
iWFL_1372,303.532_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iEcHS_1320,303.532_PID,Escherichia,P.Putida,0.916577,0.026903787,0.069325078,0.355706669
iECIAI39_1322,303.532_PID,Escherichia,P.Putida,0.833924636,0.026862712,0.071626906,0.312752262
iECO111_1330,303.532_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iB21_1397,303.532_PID,Escherichia,P.Putida,0.04372566,0.020332349,0.075055718,0.011845139
iEC1372_W3110,303.532_PID,Escherichia,P.Putida,0.916442037,0.026903696,0.069335693,0.355598642
iECIAI1_1343,303.532_PID,Escherichia,P.Putida,0.91819003,0.02690477,0.069221865,0.356876995
iAPECO1_1312,303.532_PID,Escherichia,P.Putida,0.83380047,0.026862723,0.071613933,0.312762472
iECABU_c1320,303.532_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iBWG_1329,303.532_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iE2348C_1286,303.532_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iAF1260,303.532_PID,Escherichia,P.Putida,1.051197215,0.026971971,0.061609818,0.46020037
iEC042_1314,303.532_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iYS1720,303.532_PID,Salmonella,P.Putida,1.026113748,0.026936371,0.069261263,0.399065502
iECOK1_1307,303.532_PID,Escherichia,P.Putida,0.83380047,0.026862723,0.071613933,0.312762472
STM_v1_0,303.532_PID,Salmonella,P.Putida,1.053602835,0.026954746,0.066282613,0.428462234
iETEC_1333,303.532_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iEC55989_1330,303.532_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iEC1368_DH5a,303.532_PID,Escherichia,P.Putida,0.916442037,0.026903696,0.069335693,0.355598642
iECB_1328,303.532_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iECD_1391,303.532_PID,Escherichia,P.Putida,0.04372566,0.020332349,0.075055718,0.011845139
iG2583_1286,303.532_PID,Escherichia,P.Putida,0.745573021,0.02679739,0.076199178,0.262199821
iY75_1357,303.532_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iECNA114_1301,303.532_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iECBD_1354,303.532_PID,Escherichia,P.Putida,0.054861296,0.020332348,0.094170196,0.011845138
iAF1260b,303.532_PID,Escherichia,P.Putida,1.051197215,0.026971971,0.061609818,0.46020037
iEcE24377_1341,303.532_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iECSE_1348,303.532_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iECSP_1301,303.532_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iECH74115_1262,303.532_PID,Escherichia,P.Putida,0.745573021,0.02679739,0.076199178,0.262199821
iECSF_1327,303.532_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iECDH1ME8569_1439,303.532_PID,Escherichia,P.Putida,0.916577,0.026903787,0.069325078,0.355706669
iEC1344_C,303.532_PID,Escherichia,P.Putida,0.916442037,0.026903696,0.069335693,0.355598642
iUMNK88_1353,303.532_PID,Escherichia,P.Putida,0.916577,0.026903787,0.069325078,0.355706669
iNRG857_1313,303.532_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iEKO11_1354,303.532_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iECP_1309,303.532_PID,Escherichia,P.Putida,0.83380047,0.026862723,0.071613933,0.312762472
iECs_1301,303.532_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iEC1349_Crooks,303.532_PID,Escherichia,P.Putida,0.865030288,0.026876594,0.071299963,0.326074053
iYL1228,303.532_PID,Klebsiella,P.Putida,0.955353032,0.026903487,0.072329447,0.355350814
iML1515,303.532_PID,Escherichia,P.Putida,1.091421747,0.026993347,0.058141845,0.506711233
iUTI89_1310,303.532_PID,Escherichia,P.Putida,0.916577,0.026903787,0.069325078,0.355706669
iECO103_1326,303.532_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iECO26_1355,303.532_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iUMN146_1321,303.532_PID,Escherichia,P.Putida,0.83380047,0.026862723,0.071613933,0.312762472
iSDY_1059,303.532_PID,Shigella,P.Putida,0.980704556,0.026940259,0.065244086,0.404947575
iECW_1372,303.532_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iEcDH1_1363,303.532_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iECS88_1305,303.532_PID,Escherichia,P.Putida,0.83380047,0.026862723,0.071613933,0.312762472
iEC1356_Bl21DE3,303.532_PID,Escherichia,P.Putida,0.027254673,0.013242074,0.095035542,0.003797615
iEcSMS35_1347,303.431_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEcolC_1368,303.431_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iZ_1308,303.431_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECED1_1282,303.431_PID,Escherichia,P.Putida,0.812185753,0.026931799,0.072151374,0.303162955
iEC1364_W,303.431_PID,Escherichia,P.Putida,0.867360758,0.02695912,0.071153561,0.328631236
iJO1366,303.431_PID,Escherichia,P.Putida,0.916424424,0.026984734,0.069334841,0.35666728
iLF82_1304,303.431_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
e_coli_core,303.431_PID,Escherichia,P.Putida,0.684217179,0.026860831,0.072871592,0.252205851
iJR904,303.431_PID,Escherichia,P.Putida,0.927990759,0.026998308,0.067074007,0.373530394
iWFL_1372,303.431_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEcHS_1320,303.431_PID,Escherichia,P.Putida,0.916577,0.026984827,0.069325078,0.356778134
iECIAI39_1322,303.431_PID,Escherichia,P.Putida,0.833924636,0.026943628,0.071626906,0.313694338
iECO111_1330,303.431_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iB21_1397,303.431_PID,Escherichia,P.Putida,0.04372566,0.020393595,0.075055718,0.011880819
iEC1372_W3110,303.431_PID,Escherichia,P.Putida,0.916442037,0.026984736,0.069335693,0.356669782
iECIAI1_1343,303.431_PID,Escherichia,P.Putida,0.91819003,0.026985813,0.069221865,0.357951985
iAPECO1_1312,303.431_PID,Escherichia,P.Putida,0.83380047,0.026943639,0.071613933,0.31370458
iECABU_c1320,303.431_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iBWG_1329,303.431_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iE2348C_1286,303.431_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iAF1260,303.431_PID,Escherichia,P.Putida,1.051197215,0.027053217,0.061609818,0.461586592
iEC042_1314,303.431_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iYS1720,303.431_PID,Salmonella,P.Putida,1.026113748,0.027017509,0.069261263,0.400267573
iECOK1_1307,303.431_PID,Escherichia,P.Putida,0.83380047,0.026943639,0.071613933,0.31370458
STM_v1_0,303.431_PID,Salmonella,P.Putida,1.053602835,0.027035939,0.066282613,0.429752854
iETEC_1333,303.431_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEC55989_1330,303.431_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEC1368_DH5a,303.431_PID,Escherichia,P.Putida,0.916442037,0.026984736,0.069335693,0.356669782
iECB_1328,303.431_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECD_1391,303.431_PID,Escherichia,P.Putida,0.04372566,0.020393595,0.075055718,0.011880819
iG2583_1286,303.431_PID,Escherichia,P.Putida,0.745573021,0.026878109,0.076199178,0.262989623
iY75_1357,303.431_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECNA114_1301,303.431_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECBD_1354,303.431_PID,Escherichia,P.Putida,0.054861296,0.020393594,0.094170196,0.011880818
iAF1260b,303.431_PID,Escherichia,P.Putida,1.051197215,0.027053217,0.061609818,0.461586592
iEcE24377_1341,303.431_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECSE_1348,303.431_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECSP_1301,303.431_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECH74115_1262,303.431_PID,Escherichia,P.Putida,0.745573021,0.026878109,0.076199178,0.262989623
iECSF_1327,303.431_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECDH1ME8569_1439,303.431_PID,Escherichia,P.Putida,0.916577,0.026984827,0.069325078,0.356778134
iEC1344_C,303.431_PID,Escherichia,P.Putida,0.916442037,0.026984736,0.069335693,0.356669782
iUMNK88_1353,303.431_PID,Escherichia,P.Putida,0.916577,0.026984827,0.069325078,0.356778134
iNRG857_1313,303.431_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEKO11_1354,303.431_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECP_1309,303.431_PID,Escherichia,P.Putida,0.83380047,0.026943639,0.071613933,0.31370458
iECs_1301,303.431_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEC1349_Crooks,303.431_PID,Escherichia,P.Putida,0.865030288,0.026957552,0.071299963,0.327056258
iYL1228,303.431_PID,Klebsiella,P.Putida,0.955353032,0.026984526,0.072329447,0.356421207
iML1515,303.431_PID,Escherichia,P.Putida,1.091421747,0.027074657,0.058141845,0.508237556
iUTI89_1310,303.431_PID,Escherichia,P.Putida,0.916577,0.026984827,0.069325078,0.356778134
iECO103_1326,303.431_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECO26_1355,303.431_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iUMN146_1321,303.431_PID,Escherichia,P.Putida,0.83380047,0.026943639,0.071613933,0.31370458
iSDY_1059,303.431_PID,Shigella,P.Putida,0.980704556,0.027021409,0.065244086,0.406167364
iECW_1372,303.431_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEcDH1_1363,303.431_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECS88_1305,303.431_PID,Escherichia,P.Putida,0.83380047,0.026943639,0.071613933,0.31370458
iEC1356_Bl21DE3,303.431_PID,Escherichia,P.Putida,0.027254673,0.013281962,0.095035542,0.003809054
iEcSMS35_1347,390235.5_PID,Escherichia,P.Putida,0.812197302,0.024108326,0.072152138,0.271380971
iEcolC_1368,390235.5_PID,Escherichia,P.Putida,0.812197302,0.024108326,0.072152138,0.271380971
iZ_1308,390235.5_PID,Escherichia,P.Putida,0.812197302,0.024108326,0.072152138,0.271380971
iECED1_1282,390235.5_PID,Escherichia,P.Putida,0.812185753,0.024108325,0.072151374,0.271379973
iEC1364_W,390235.5_PID,Escherichia,P.Putida,0.867360758,0.024136166,0.071153561,0.294219478
iJO1366,390235.5_PID,Escherichia,P.Putida,0.916424424,0.024162269,0.069334841,0.319361708
iLF82_1304,390235.5_PID,Escherichia,P.Putida,0.812197302,0.024108326,0.072152138,0.271380971
e_coli_core,390235.5_PID,Escherichia,P.Putida,0.684217179,0.024036003,0.072871592,0.22568254
iJR904,390235.5_PID,Escherichia,P.Putida,0.927990759,0.024176102,0.067074007,0.334484251
iWFL_1372,390235.5_PID,Escherichia,P.Putida,0.812197302,0.024108326,0.072152138,0.271380971
iEcHS_1320,390235.5_PID,Escherichia,P.Putida,0.916577,0.024162364,0.069325078,0.319461119
iECIAI39_1322,390235.5_PID,Escherichia,P.Putida,0.833924636,0.024120379,0.071626906,0.280824332
iECO111_1330,390235.5_PID,Escherichia,P.Putida,0.812197302,0.024108326,0.072152138,0.271380971
iB21_1397,390235.5_PID,Escherichia,P.Putida,0.04372566,0.017445431,0.075055718,0.010163289
iEC1372_W3110,390235.5_PID,Escherichia,P.Putida,0.916442037,0.024162271,0.069335693,0.319363951
iECIAI1_1343,390235.5_PID,Escherichia,P.Putida,0.91819003,0.024163368,0.069221865,0.320513808
iAPECO1_1312,390235.5_PID,Escherichia,P.Putida,0.83380047,0.02412039,0.071613933,0.280833516
iECABU_c1320,390235.5_PID,Escherichia,P.Putida,0.812197302,0.024108326,0.072152138,0.271380971
iBWG_1329,390235.5_PID,Escherichia,P.Putida,0.812197302,0.024108326,0.072152138,0.271380971
iE2348C_1286,390235.5_PID,Escherichia,P.Putida,0.812197302,0.024108326,0.072152138,0.271380971
iAF1260,390235.5_PID,Escherichia,P.Putida,1.051197215,0.024232058,0.061609818,0.413451496
iEC042_1314,390235.5_PID,Escherichia,P.Putida,0.812197302,0.024108326,0.072152138,0.271380971
iYS1720,390235.5_PID,Salmonella,P.Putida,1.026113748,0.024195669,0.069261263,0.358461681
iECOK1_1307,390235.5_PID,Escherichia,P.Putida,0.83380047,0.02412039,0.071613933,0.280833516
STM_v1_0,390235.5_PID,Salmonella,P.Putida,1.053602835,0.024214451,0.066282613,0.384903561
iETEC_1333,390235.5_PID,Escherichia,P.Putida,0.812197302,0.024108326,0.072152138,0.271380971
iEC55989_1330,390235.5_PID,Escherichia,P.Putida,0.812197302,0.024108326,0.072152138,0.271380971
iEC1368_DH5a,390235.5_PID,Escherichia,P.Putida,0.916442037,0.024162271,0.069335693,0.319363951
