"E","P","R_F","Experiment","type","variable"
"iY75_1357","303.488_PID",0.303265459,"fba","published","R/F"
"iECNA114_1301","303.488_PID",0.303265459,"fba","published","R/F"
"iECBD_1354","303.488_PID",0.011884792,"fba","published","R/F"
"iAF1260b","303.488_PID",0.461740966,"fba","published","R/F"
"iEcE24377_1341","303.488_PID",0.303265459,"fba","published","R/F"
"iECSE_1348","303.488_PID",0.303265459,"fba","published","R/F"
"iECSP_1301","303.488_PID",0.303265459,"fba","published","R/F"
"iECH74115_1262","303.488_PID",0.263077578,"fba","published","R/F"
"iECSF_1327","303.488_PID",0.303265459,"fba","published","R/F"
"iECDH1ME8569_1439","303.488_PID",0.356897455,"fba","published","R/F"
"iEC1344_C","303.488_PID",0.356789067,"fba","published","R/F"
"iUMNK88_1353","303.488_PID",0.356897455,"fba","published","R/F"
"iNRG857_1313","303.488_PID",0.303265459,"fba","published","R/F"
"iEKO11_1354","303.488_PID",0.303265459,"fba","published","R/F"
"iECP_1309","303.488_PID",0.313809496,"fba","published","R/F"
"iECs_1301","303.488_PID",0.303265459,"fba","published","R/F"
"iEC1349_Crooks","303.488_PID",0.32716564,"fba","published","R/F"
"iYL1228","303.488_PID",0.356540409,"fba","published","R/F"
"iML1515","303.488_PID",0.508407532,"fba","published","R/F"
"iUTI89_1310","303.488_PID",0.356897455,"fba","published","R/F"
"iECO103_1326","303.488_PID",0.303265459,"fba","published","R/F"
"iECO26_1355","303.488_PID",0.303265459,"fba","published","R/F"
"iUMN146_1321","303.488_PID",0.313809496,"fba","published","R/F"
"iSDY_1059","303.488_PID",0.406303203,"fba","published","R/F"
"iECW_1372","303.488_PID",0.303265459,"fba","published","R/F"
"iEcDH1_1363","303.488_PID",0.303265459,"fba","published","R/F"
"iECS88_1305","303.488_PID",0.313809496,"fba","published","R/F"
"iEC1356_Bl21DE3","303.488_PID",0.003810328,"fba","published","R/F"
"iEcSMS35_1347","303.411_PID",0.302253616,"fba","published","R/F"
"iEcolC_1368","303.411_PID",0.302253616,"fba","published","R/F"
"iZ_1308","303.411_PID",0.302253616,"fba","published","R/F"
"iECED1_1282","303.411_PID",0.302252506,"fba","published","R/F"
"iEC1364_W","303.411_PID",0.327644302,"fba","published","R/F"
"iJO1366","303.411_PID",0.355596149,"fba","published","R/F"
"iLF82_1304","303.411_PID",0.302253616,"fba","published","R/F"
"e_coli_core","303.411_PID",0.251448434,"fba","published","R/F"
"iJR904","303.411_PID",0.37240862,"fba","published","R/F"
"iWFL_1372","303.411_PID",0.302253616,"fba","published","R/F"
"iEcHS_1320","303.411_PID",0.355706669,"fba","published","R/F"
"iECIAI39_1322","303.411_PID",0.312752262,"fba","published","R/F"
"iECO111_1330","303.411_PID",0.302253616,"fba","published","R/F"
"iB21_1397","303.411_PID",0.011845139,"fba","published","R/F"
"iEC1372_W3110","303.411_PID",0.355598642,"fba","published","R/F"
"iECIAI1_1343","303.411_PID",0.356876995,"fba","published","R/F"
"iAPECO1_1312","303.411_PID",0.312762472,"fba","published","R/F"
"iECABU_c1320","303.411_PID",0.302253616,"fba","published","R/F"
"iBWG_1329","303.411_PID",0.302253616,"fba","published","R/F"
"iE2348C_1286","303.411_PID",0.302253616,"fba","published","R/F"
"iAF1260","303.411_PID",0.46020037,"fba","published","R/F"
"iEC042_1314","303.411_PID",0.302253616,"fba","published","R/F"
"iYS1720","303.411_PID",0.399065502,"fba","published","R/F"
"iECOK1_1307","303.411_PID",0.312762472,"fba","published","R/F"
"STM_v1_0","303.411_PID",0.428462234,"fba","published","R/F"
"iETEC_1333","303.411_PID",0.302253616,"fba","published","R/F"
"iEC55989_1330","303.411_PID",0.302253616,"fba","published","R/F"
"iEC1368_DH5a","303.411_PID",0.355598642,"fba","published","R/F"
"iECB_1328","303.411_PID",0.302253616,"fba","published","R/F"
"iECD_1391","303.411_PID",0.011845139,"fba","published","R/F"
"iG2583_1286","303.411_PID",0.262199821,"fba","published","R/F"
"iY75_1357","303.411_PID",0.302253616,"fba","published","R/F"
"iECNA114_1301","303.411_PID",0.302253616,"fba","published","R/F"
"iECBD_1354","303.411_PID",0.011845138,"fba","published","R/F"
"iAF1260b","303.411_PID",0.46020037,"fba","published","R/F"
"iEcE24377_1341","303.411_PID",0.302253616,"fba","published","R/F"
"iECSE_1348","303.411_PID",0.302253616,"fba","published","R/F"
"iECSP_1301","303.411_PID",0.302253616,"fba","published","R/F"
"iECH74115_1262","303.411_PID",0.262199821,"fba","published","R/F"
"iECSF_1327","303.411_PID",0.302253616,"fba","published","R/F"
"iECDH1ME8569_1439","303.411_PID",0.355706669,"fba","published","R/F"
"iEC1344_C","303.411_PID",0.355598642,"fba","published","R/F"
"iUMNK88_1353","303.411_PID",0.355706669,"fba","published","R/F"
"iNRG857_1313","303.411_PID",0.302253616,"fba","published","R/F"
"iEKO11_1354","303.411_PID",0.302253616,"fba","published","R/F"
"iECP_1309","303.411_PID",0.312762472,"fba","published","R/F"
"iECs_1301","303.411_PID",0.302253616,"fba","published","R/F"
"iEC1349_Crooks","303.411_PID",0.326074053,"fba","published","R/F"
"iYL1228","303.411_PID",0.355350814,"fba","published","R/F"
"iML1515","303.411_PID",0.506711233,"fba","published","R/F"
"iUTI89_1310","303.411_PID",0.355706669,"fba","published","R/F"
"iECO103_1326","303.411_PID",0.302253616,"fba","published","R/F"
"iECO26_1355","303.411_PID",0.302253616,"fba","published","R/F"
"iUMN146_1321","303.411_PID",0.312762472,"fba","published","R/F"
"iSDY_1059","303.411_PID",0.404947575,"fba","published","R/F"
"iECW_1372","303.411_PID",0.302253616,"fba","published","R/F"
"iEcDH1_1363","303.411_PID",0.302253616,"fba","published","R/F"
"iECS88_1305","303.411_PID",0.312762472,"fba","published","R/F"
"iEC1356_Bl21DE3","303.411_PID",0.003797615,"fba","published","R/F"
"iEcSMS35_1347","231023.4_PID",0.303164068,"fba","published","R/F"
"iEcolC_1368","231023.4_PID",0.303164068,"fba","published","R/F"
"iZ_1308","231023.4_PID",0.303164068,"fba","published","R/F"
"iECED1_1282","231023.4_PID",0.303162955,"fba","published","R/F"
"iEC1364_W","231023.4_PID",0.328631236,"fba","published","R/F"
"iJO1366","231023.4_PID",0.35666728,"fba","published","R/F"
"iLF82_1304","231023.4_PID",0.303164068,"fba","published","R/F"
"e_coli_core","231023.4_PID",0.252205851,"fba","published","R/F"
"iJR904","231023.4_PID",0.373530394,"fba","published","R/F"
"iWFL_1372","231023.4_PID",0.303164068,"fba","published","R/F"
"iEcHS_1320","231023.4_PID",0.356778134,"fba","published","R/F"
"iECIAI39_1322","231023.4_PID",0.313694338,"fba","published","R/F"
"iECO111_1330","231023.4_PID",0.303164068,"fba","published","R/F"
"iB21_1397","231023.4_PID",0.011880819,"fba","published","R/F"
"iEC1372_W3110","231023.4_PID",0.356669782,"fba","published","R/F"
"iECIAI1_1343","231023.4_PID",0.357951985,"fba","published","R/F"
"iAPECO1_1312","231023.4_PID",0.31370458,"fba","published","R/F"
"iECABU_c1320","231023.4_PID",0.303164068,"fba","published","R/F"
"iBWG_1329","231023.4_PID",0.303164068,"fba","published","R/F"
"iE2348C_1286","231023.4_PID",0.303164068,"fba","published","R/F"
"iAF1260","231023.4_PID",0.461586592,"fba","published","R/F"
"iEC042_1314","231023.4_PID",0.303164068,"fba","published","R/F"
"iYS1720","231023.4_PID",0.400267573,"fba","published","R/F"
"iECOK1_1307","231023.4_PID",0.31370458,"fba","published","R/F"
"STM_v1_0","231023.4_PID",0.429752854,"fba","published","R/F"
"iETEC_1333","231023.4_PID",0.303164068,"fba","published","R/F"
"iEC55989_1330","231023.4_PID",0.303164068,"fba","published","R/F"
"iEC1368_DH5a","231023.4_PID",0.356669782,"fba","published","R/F"
"iECB_1328","231023.4_PID",0.303164068,"fba","published","R/F"
"iECD_1391","231023.4_PID",0.011880819,"fba","published","R/F"
"iG2583_1286","231023.4_PID",0.262989623,"fba","published","R/F"
"iY75_1357","231023.4_PID",0.303164068,"fba","published","R/F"
"iECNA114_1301","231023.4_PID",0.303164068,"fba","published","R/F"
"iECBD_1354","231023.4_PID",0.011880818,"fba","published","R/F"
"iAF1260b","231023.4_PID",0.461586592,"fba","published","R/F"
"iEcE24377_1341","231023.4_PID",0.303164068,"fba","published","R/F"
"iECSE_1348","231023.4_PID",0.303164068,"fba","published","R/F"
"iECSP_1301","231023.4_PID",0.303164068,"fba","published","R/F"
"iECH74115_1262","231023.4_PID",0.262989623,"fba","published","R/F"
"iECSF_1327","231023.4_PID",0.303164068,"fba","published","R/F"
"iECDH1ME8569_1439","231023.4_PID",0.356778134,"fba","published","R/F"
"iEC1344_C","231023.4_PID",0.356669782,"fba","published","R/F"
"iUMNK88_1353","231023.4_PID",0.356778134,"fba","published","R/F"
"iNRG857_1313","231023.4_PID",0.303164068,"fba","published","R/F"
"iEKO11_1354","231023.4_PID",0.303164068,"fba","published","R/F"
"iECP_1309","231023.4_PID",0.31370458,"fba","published","R/F"
"iECs_1301","231023.4_PID",0.303164068,"fba","published","R/F"
"iEC1349_Crooks","231023.4_PID",0.327056258,"fba","published","R/F"
"iYL1228","231023.4_PID",0.356421207,"fba","published","R/F"
"iML1515","231023.4_PID",0.508237556,"fba","published","R/F"
"iUTI89_1310","231023.4_PID",0.356778134,"fba","published","R/F"
"iECO103_1326","231023.4_PID",0.303164068,"fba","published","R/F"
"iECO26_1355","231023.4_PID",0.303164068,"fba","published","R/F"
"iUMN146_1321","231023.4_PID",0.31370458,"fba","published","R/F"
"iSDY_1059","231023.4_PID",0.406167364,"fba","published","R/F"
"iECW_1372","231023.4_PID",0.303164068,"fba","published","R/F"
"iEcDH1_1363","231023.4_PID",0.303164068,"fba","published","R/F"
"iECS88_1305","231023.4_PID",0.31370458,"fba","published","R/F"
"iEC1356_Bl21DE3","231023.4_PID",0.003809054,"fba","published","R/F"
"iEcSMS35_1347","303.234_PID",0.302253616,"fba","published","R/F"
"iEcolC_1368","303.234_PID",0.302253616,"fba","published","R/F"
"iZ_1308","303.234_PID",0.302253616,"fba","published","R/F"
"iECED1_1282","303.234_PID",0.302252506,"fba","published","R/F"
"iEC1364_W","303.234_PID",0.327644302,"fba","published","R/F"
"iJO1366","303.234_PID",0.355596149,"fba","published","R/F"
"iLF82_1304","303.234_PID",0.302253616,"fba","published","R/F"
"e_coli_core","303.234_PID",0.251448434,"fba","published","R/F"
"iJR904","303.234_PID",0.37240862,"fba","published","R/F"
"iWFL_1372","303.234_PID",0.302253616,"fba","published","R/F"
"iEcHS_1320","303.234_PID",0.355706669,"fba","published","R/F"
"iECIAI39_1322","303.234_PID",0.312752262,"fba","published","R/F"
"iECO111_1330","303.234_PID",0.302253616,"fba","published","R/F"
"iB21_1397","303.234_PID",0.011845139,"fba","published","R/F"
"iEC1372_W3110","303.234_PID",0.355598642,"fba","published","R/F"
"iECIAI1_1343","303.234_PID",0.356876995,"fba","published","R/F"
"iAPECO1_1312","303.234_PID",0.312762472,"fba","published","R/F"
"iECABU_c1320","303.234_PID",0.302253616,"fba","published","R/F"
"iBWG_1329","303.234_PID",0.302253616,"fba","published","R/F"
"iE2348C_1286","303.234_PID",0.302253616,"fba","published","R/F"
"iAF1260","303.234_PID",0.46020037,"fba","published","R/F"
"iEC042_1314","303.234_PID",0.302253616,"fba","published","R/F"
"iYS1720","303.234_PID",0.399065502,"fba","published","R/F"
"iECOK1_1307","303.234_PID",0.312762472,"fba","published","R/F"
"STM_v1_0","303.234_PID",0.428462234,"fba","published","R/F"
"iETEC_1333","303.234_PID",0.302253616,"fba","published","R/F"
"iEC55989_1330","303.234_PID",0.302253616,"fba","published","R/F"
"iEC1368_DH5a","303.234_PID",0.355598642,"fba","published","R/F"
"iECB_1328","303.234_PID",0.302253616,"fba","published","R/F"
"iECD_1391","303.234_PID",0.011845139,"fba","published","R/F"
"iG2583_1286","303.234_PID",0.262199821,"fba","published","R/F"
"iY75_1357","303.234_PID",0.302253616,"fba","published","R/F"
"iECNA114_1301","303.234_PID",0.302253616,"fba","published","R/F"
"iECBD_1354","303.234_PID",0.011845138,"fba","published","R/F"
"iAF1260b","303.234_PID",0.46020037,"fba","published","R/F"
"iEcE24377_1341","303.234_PID",0.302253616,"fba","published","R/F"
"iECSE_1348","303.234_PID",0.302253616,"fba","published","R/F"
"iECSP_1301","303.234_PID",0.302253616,"fba","published","R/F"
"iECH74115_1262","303.234_PID",0.262199821,"fba","published","R/F"
"iECSF_1327","303.234_PID",0.302253616,"fba","published","R/F"
"iECDH1ME8569_1439","303.234_PID",0.355706669,"fba","published","R/F"
"iEC1344_C","303.234_PID",0.355598642,"fba","published","R/F"
"iUMNK88_1353","303.234_PID",0.355706669,"fba","published","R/F"
"iNRG857_1313","303.234_PID",0.302253616,"fba","published","R/F"
"iEKO11_1354","303.234_PID",0.302253616,"fba","published","R/F"
"iECP_1309","303.234_PID",0.312762472,"fba","published","R/F"
"iECs_1301","303.234_PID",0.302253616,"fba","published","R/F"
"iEC1349_Crooks","303.234_PID",0.326074053,"fba","published","R/F"
"iYL1228","303.234_PID",0.355350814,"fba","published","R/F"
"iML1515","303.234_PID",0.506711233,"fba","published","R/F"
"iUTI89_1310","303.234_PID",0.355706669,"fba","published","R/F"
"iECO103_1326","303.234_PID",0.302253616,"fba","published","R/F"
"iECO26_1355","303.234_PID",0.302253616,"fba","published","R/F"
"iUMN146_1321","303.234_PID",0.312762472,"fba","published","R/F"
"iSDY_1059","303.234_PID",0.404947575,"fba","published","R/F"
"iECW_1372","303.234_PID",0.302253616,"fba","published","R/F"
"iEcDH1_1363","303.234_PID",0.302253616,"fba","published","R/F"
"iECS88_1305","303.234_PID",0.312762472,"fba","published","R/F"
"iEC1356_Bl21DE3","303.234_PID",0.003797615,"fba","published","R/F"
"iEcSMS35_1347","iMO1056",0.309598179,"fba","published","R/F"
"iEcolC_1368","iMO1056",0.309598179,"fba","published","R/F"
"iZ_1308","iMO1056",0.309598179,"fba","published","R/F"
"iECED1_1282","iMO1056",0.309597057,"fba","published","R/F"
"iEC1364_W","iMO1056",0.335265752,"fba","published","R/F"
"iJO1366","iMO1056",0.363522411,"fba","published","R/F"
"iLF82_1304","iMO1056",0.309598179,"fba","published","R/F"
"e_coli_core","iMO1056",0.258238968,"fba","published","R/F"
"iJR904","iMO1056",0.380518224,"fba","published","R/F"
"iWFL_1372","iMO1056",0.309598179,"fba","published","R/F"
"iEcHS_1320","iMO1056",0.363634136,"fba","published","R/F"
"iECIAI39_1322","iMO1056",0.320211312,"fba","published","R/F"
"iECO111_1330","iMO1056",0.309598179,"fba","published","R/F"
"iB21_1397","iMO1056",0.016022809,"fba","published","R/F"
"iEC1372_W3110","iMO1056",0.363524932,"fba","published","R/F"
"iECIAI1_1343","iMO1056",0.364817225,"fba","published","R/F"
"iAPECO1_1312","iMO1056",0.320221634,"fba","published","R/F"
"iECABU_c1320","iMO1056",0.309598179,"fba","published","R/F"
"iBWG_1329","iMO1056",0.309598179,"fba","published","R/F"
"iE2348C_1286","iMO1056",0.309598179,"fba","published","R/F"
"iAF1260","iMO1056",0.469267345,"fba","published","R/F"
"iEC042_1314","iMO1056",0.309598179,"fba","published","R/F"
"iYS1720","iMO1056",0.407465799,"fba","published","R/F"
"iECOK1_1307","iMO1056",0.320221634,"fba","published","R/F"
"STM_v1_0","iMO1056",0.437183105,"fba","published","R/F"
"iETEC_1333","iMO1056",0.309598179,"fba","published","R/F"
"iEC55989_1330","iMO1056",0.309598179,"fba","published","R/F"
"iEC1368_DH5a","iMO1056",0.363524932,"fba","published","R/F"
"iECB_1328","iMO1056",0.309598179,"fba","published","R/F"
"iECD_1391","iMO1056",0.016022809,"fba","published","R/F"
"iG2583_1286","iMO1056",0.269107598,"fba","published","R/F"
"iY75_1357","iMO1056",0.309598179,"fba","published","R/F"
"iECNA114_1301","iMO1056",0.309598179,"fba","published","R/F"
"iECBD_1354","iMO1056",0.016022809,"fba","published","R/F"
"iAF1260b","iMO1056",0.469267345,"fba","published","R/F"
"iEcE24377_1341","iMO1056",0.309598179,"fba","published","R/F"
"iECSE_1348","iMO1056",0.309598179,"fba","published","R/F"
"iECSP_1301","iMO1056",0.309598179,"fba","published","R/F"
"iECH74115_1262","iMO1056",0.269107598,"fba","published","R/F"
"iECSF_1327","iMO1056",0.309598179,"fba","published","R/F"
"iECDH1ME8569_1439","iMO1056",0.363634136,"fba","published","R/F"
"iEC1344_C","iMO1056",0.363524932,"fba","published","R/F"
"iUMNK88_1353","iMO1056",0.363634136,"fba","published","R/F"
"iNRG857_1313","iMO1056",0.309598179,"fba","published","R/F"
"iEKO11_1354","iMO1056",0.309598179,"fba","published","R/F"
"iECP_1309","iMO1056",0.320221634,"fba","published","R/F"
"iECs_1301","iMO1056",0.309598179,"fba","published","R/F"
"iEC1349_Crooks","iMO1056",0.33367838,"fba","published","R/F"
"iYL1228","iMO1056",0.363274407,"fba","published","R/F"
"iML1515","iMO1056",0.516285408,"fba","published","R/F"
"iUTI89_1310","iMO1056",0.363634136,"fba","published","R/F"
"iECO103_1326","iMO1056",0.309598179,"fba","published","R/F"
"iECO26_1355","iMO1056",0.309598179,"fba","published","R/F"
"iUMN146_1321","iMO1056",0.320221634,"fba","published","R/F"
"iSDY_1059","iMO1056",0.413412019,"fba","published","R/F"
"iECW_1372","iMO1056",0.309598179,"fba","published","R/F"
"iEcDH1_1363","iMO1056",0.309598179,"fba","published","R/F"
"iECS88_1305","iMO1056",0.320221634,"fba","published","R/F"
"iEC1356_Bl21DE3","iMO1056",0.007887529,"fba","published","R/F"
"iEcSMS35_1347","iPAU1129",0.454687085,"fba","published","R/F"
"iEcolC_1368","iPAU1129",0.454687085,"fba","published","R/F"
"iZ_1308","iPAU1129",0.454687085,"fba","published","R/F"
"iECED1_1282","iPAU1129",0.454685437,"fba","published","R/F"
"iEC1364_W","iPAU1129",0.492383411,"fba","published","R/F"
"iJO1366","iPAU1129",0.533882163,"fba","published","R/F"
"iLF82_1304","iPAU1129",0.454687085,"fba","published","R/F"
"e_coli_core","iPAU1129",0.379259091,"fba","published","R/F"
"iJR904","iPAU1129",0.558842828,"fba","published","R/F"
"iWFL_1372","iPAU1129",0.454687085,"fba","published","R/F"
"iEcHS_1320","iPAU1129",0.534046247,"fba","published","R/F"
"iECIAI39_1322","iPAU1129",0.470273916,"fba","published","R/F"
"iECO111_1330","iPAU1129",0.454687085,"fba","published","R/F"
"iB21_1397","iPAU1129",0.023531677,"fba","published","R/F"
"iEC1372_W3110","iPAU1129",0.533885865,"fba","published","R/F"
"iECIAI1_1343","iPAU1129",0.535783773,"fba","published","R/F"
"iAPECO1_1312","iPAU1129",0.470289075,"fba","published","R/F"
"iECABU_c1320","iPAU1129",0.454687085,"fba","published","R/F"
"iBWG_1329","iPAU1129",0.454687085,"fba","published","R/F"
"iE2348C_1286","iPAU1129",0.454687085,"fba","published","R/F"
"iAF1260","iPAU1129",0.689182998,"fba","published","R/F"
"iEC042_1314","iPAU1129",0.454687085,"fba","published","R/F"
"iYS1720","iPAU1129",0.598419011,"fba","published","R/F"
"iECOK1_1307","iPAU1129",0.470289075,"fba","published","R/F"
"STM_v1_0","iPAU1129",0.642062923,"fba","published","R/F"
"iETEC_1333","iPAU1129",0.454687085,"fba","published","R/F"
"iEC55989_1330","iPAU1129",0.454687085,"fba","published","R/F"
"iEC1368_DH5a","iPAU1129",0.533885865,"fba","published","R/F"
"iECB_1328","iPAU1129",0.454687085,"fba","published","R/F"
"iECD_1391","iPAU1129",0.023531677,"fba","published","R/F"
"iG2583_1286","iPAU1129",0.395221154,"fba","published","R/F"
"iY75_1357","iPAU1129",0.454687085,"fba","published","R/F"
"iECNA114_1301","iPAU1129",0.454687085,"fba","published","R/F"
"iECBD_1354","iPAU1129",0.023531677,"fba","published","R/F"
"iAF1260b","iPAU1129",0.689182998,"fba","published","R/F"
"iEcE24377_1341","iPAU1129",0.454687085,"fba","published","R/F"
"iECSE_1348","iPAU1129",0.454687085,"fba","published","R/F"
"iECSP_1301","iPAU1129",0.454687085,"fba","published","R/F"
